央视,#genre#
CCTV2,http://14.109.149.67:5555/rtp/235.254.198.2:1284
CCTV2,http://118.81.201.122:8085/rtp/226.0.2.19:8064
CCTV2,http://171.116.180.214:8085/rtp/226.0.2.19:8064
CCTV10,http://114.230.66.10:4022/rtp/239.49.1.10:6000
CCTV10,http://121.235.60.166:4000/rtp/239.49.1.10:6000
CCTV10,http://58.212.40.20:6500/rtp/239.49.1.10:6000
CCTV13,http://183.188.210.156:8888/rtp/226.0.2.30:8152
CCTV15,http://183.185.13.9:8082/rtp/226.0.2.32:8168
